number|name|form|mainType|subType|totalBaseStat|hpBaseStat|attackBaseStat|defenseBaseStat|specialAttackBaseStat|specialDefenseBaseStat|speedBaseStat|imageUrl
555|Darmanitan|Standard Mode|Fire|\N|480|105|140|55|30|55|95|https://img.pokemondb.net/sprites/sun-moon/icon/darmanitan-standard.png
555|Darmanitan|Zen Mode|Fire|Psychic|540|105|30|105|140|105|55|https://img.pokemondb.net/sprites/sun-moon/icon/darmanitan-zen.png
556|Maractus|\N|Grass|\N|461|75|86|67|106|67|60|https://img.pokemondb.net/sprites/sun-moon/icon/maractus.png
557|Dwebble|\N|Bug|Rock|325|50|65|85|35|35|55|https://img.pokemondb.net/sprites/sun-moon/icon/dwebble.png
558|Crustle|\N|Bug|Rock|485|70|105|125|65|75|45|https://img.pokemondb.net/sprites/sun-moon/icon/crustle.png
559|Scraggy|\N|Dark|Fighting|348|50|75|70|35|70|48|https://img.pokemondb.net/sprites/sun-moon/icon/scraggy.png
560|Scrafty|\N|Dark|Fighting|488|65|90|115|45|115|58|https://img.pokemondb.net/sprites/sun-moon/icon/scrafty.png
561|Sigilyph|\N|Psychic|Flying|490|72|58|80|103|80|97|https://img.pokemondb.net/sprites/sun-moon/icon/sigilyph.png
562|Yamask|\N|Ghost|\N|303|38|30|85|55|65|30|https://img.pokemondb.net/sprites/sun-moon/icon/yamask.png
563|Cofagrigus|\N|Ghost|\N|483|58|50|145|95|105|30|https://img.pokemondb.net/sprites/sun-moon/icon/cofagrigus.png
564|Tirtouga|\N|Water|Rock|355|54|78|103|53|45|22|https://img.pokemondb.net/sprites/sun-moon/icon/tirtouga.png
565|Carracosta|\N|Water|Rock|495|74|108|133|83|65|32|https://img.pokemondb.net/sprites/sun-moon/icon/carracosta.png
566|Archen|\N|Rock|Flying|401|55|112|45|74|45|70|https://img.pokemondb.net/sprites/sun-moon/icon/archen.png
567|Archeops|\N|Rock|Flying|567|75|140|65|112|65|110|https://img.pokemondb.net/sprites/sun-moon/icon/archeops.png
568|Trubbish|\N|Poison|\N|329|50|50|62|40|62|65|https://img.pokemondb.net/sprites/sun-moon/icon/trubbish.png
569|Garbodor|\N|Poison|\N|474|80|95|82|60|82|75|https://img.pokemondb.net/sprites/sun-moon/icon/garbodor.png
570|Zorua|\N|Dark|\N|330|40|65|40|80|40|65|https://img.pokemondb.net/sprites/sun-moon/icon/zorua.png
571|Zoroark|\N|Dark|\N|510|60|105|60|120|60|105|https://img.pokemondb.net/sprites/sun-moon/icon/zoroark.png
572|Minccino|\N|Normal|\N|300|55|50|40|40|40|75|https://img.pokemondb.net/sprites/sun-moon/icon/minccino.png
573|Cinccino|\N|Normal|\N|470|75|95|60|65|60|115|https://img.pokemondb.net/sprites/sun-moon/icon/cinccino.png
574|Gothita|\N|Psychic|\N|290|45|30|50|55|65|45|https://img.pokemondb.net/sprites/sun-moon/icon/gothita.png
575|Gothorita|\N|Psychic|\N|390|60|45|70|75|85|55|https://img.pokemondb.net/sprites/sun-moon/icon/gothorita.png
576|Gothitelle|\N|Psychic|\N|490|70|55|95|95|110|65|https://img.pokemondb.net/sprites/sun-moon/icon/gothitelle.png
577|Solosis|\N|Psychic|\N|290|45|30|40|105|50|20|https://img.pokemondb.net/sprites/sun-moon/icon/solosis.png
578|Duosion|\N|Psychic|\N|370|65|40|50|125|60|30|https://img.pokemondb.net/sprites/sun-moon/icon/duosion.png
579|Reuniclus|\N|Psychic|\N|490|110|65|75|125|85|30|https://img.pokemondb.net/sprites/sun-moon/icon/reuniclus.png
580|Ducklett|\N|Water|Flying|305|62|44|50|44|50|55|https://img.pokemondb.net/sprites/sun-moon/icon/ducklett.png
581|Swanna|\N|Water|Flying|473|75|87|63|87|63|98|https://img.pokemondb.net/sprites/sun-moon/icon/swanna.png
582|Vanillite|\N|Ice|\N|305|36|50|50|65|60|44|https://img.pokemondb.net/sprites/sun-moon/icon/vanillite.png
583|Vanillish|\N|Ice|\N|395|51|65|65|80|75|59|https://img.pokemondb.net/sprites/sun-moon/icon/vanillish.png
584|Vanilluxe|\N|Ice|\N|535|71|95|85|110|95|79|https://img.pokemondb.net/sprites/sun-moon/icon/vanilluxe.png
585|Deerling|\N|Normal|Grass|335|60|60|50|40|50|75|https://img.pokemondb.net/sprites/sun-moon/icon/deerling.png
586|Sawsbuck|\N|Normal|Grass|475|80|100|70|60|70|95|https://img.pokemondb.net/sprites/sun-moon/icon/sawsbuck.png
587|Emolga|\N|Electric|Flying|428|55|75|60|75|60|103|https://img.pokemondb.net/sprites/sun-moon/icon/emolga.png
588|Karrablast|\N|Bug|\N|315|50|75|45|40|45|60|https://img.pokemondb.net/sprites/sun-moon/icon/karrablast.png
589|Escavalier|\N|Bug|Steel|495|70|135|105|60|105|20|https://img.pokemondb.net/sprites/sun-moon/icon/escavalier.png
590|Foongus|\N|Grass|Poison|294|69|55|45|55|55|15|https://img.pokemondb.net/sprites/sun-moon/icon/foongus.png
591|Amoonguss|\N|Grass|Poison|464|114|85|70|85|80|30|https://img.pokemondb.net/sprites/sun-moon/icon/amoonguss.png
592|Frillish|\N|Water|Ghost|335|55|40|50|65|85|40|https://img.pokemondb.net/sprites/sun-moon/icon/frillish.png
593|Jellicent|\N|Water|Ghost|480|100|60|70|85|105|60|https://img.pokemondb.net/sprites/sun-moon/icon/jellicent.png
594|Alomomola|\N|Water|\N|470|165|75|80|40|45|65|https://img.pokemondb.net/sprites/sun-moon/icon/alomomola.png
595|Joltik|\N|Bug|Electric|319|50|47|50|57|50|65|https://img.pokemondb.net/sprites/sun-moon/icon/joltik.png
596|Galvantula|\N|Bug|Electric|472|70|77|60|97|60|108|https://img.pokemondb.net/sprites/sun-moon/icon/galvantula.png
597|Ferroseed|\N|Grass|Steel|305|44|50|91|24|86|10|https://img.pokemondb.net/sprites/sun-moon/icon/ferroseed.png
598|Ferrothorn|\N|Grass|Steel|489|74|94|131|54|116|20|https://img.pokemondb.net/sprites/sun-moon/icon/ferrothorn.png
599|Klink|\N|Steel|\N|300|40|55|70|45|60|30|https://img.pokemondb.net/sprites/sun-moon/icon/klink.png
600|Klang|\N|Steel|\N|440|60|80|95|70|85|50|https://img.pokemondb.net/sprites/sun-moon/icon/klang.png
601|Klinklang|\N|Steel|\N|520|60|100|115|70|85|90|https://img.pokemondb.net/sprites/sun-moon/icon/klinklang.png
602|Tynamo|\N|Electric|\N|275|35|55|40|45|40|60|https://img.pokemondb.net/sprites/sun-moon/icon/tynamo.png
603|Eelektrik|\N|Electric|\N|405|65|85|70|75|70|40|https://img.pokemondb.net/sprites/sun-moon/icon/eelektrik.png
604|Eelektross|\N|Electric|\N|515|85|115|80|105|80|50|https://img.pokemondb.net/sprites/sun-moon/icon/eelektross.png
605|Elgyem|\N|Psychic|\N|335|55|55|55|85|55|30|https://img.pokemondb.net/sprites/sun-moon/icon/elgyem.png
606|Beheeyem|\N|Psychic|\N|485|75|75|75|125|95|40|https://img.pokemondb.net/sprites/sun-moon/icon/beheeyem.png
607|Litwick|\N|Ghost|Fire|275|50|30|55|65|55|20|https://img.pokemondb.net/sprites/sun-moon/icon/litwick.png
608|Lampent|\N|Ghost|Fire|370|60|40|60|95|60|55|https://img.pokemondb.net/sprites/sun-moon/icon/lampent.png
609|Chandelure|\N|Ghost|Fire|520|60|55|90|145|90|80|https://img.pokemondb.net/sprites/sun-moon/icon/chandelure.png
610|Axew|\N|Dragon|\N|320|46|87|60|30|40|57|https://img.pokemondb.net/sprites/sun-moon/icon/axew.png
611|Fraxure|\N|Dragon|\N|410|66|117|70|40|50|67|https://img.pokemondb.net/sprites/sun-moon/icon/fraxure.png
612|Haxorus|\N|Dragon|\N|540|76|147|90|60|70|97|https://img.pokemondb.net/sprites/sun-moon/icon/haxorus.png
613|Cubchoo|\N|Ice|\N|305|55|70|40|60|40|40|https://img.pokemondb.net/sprites/sun-moon/icon/cubchoo.png
614|Beartic|\N|Ice|\N|505|95|130|80|70|80|50|https://img.pokemondb.net/sprites/sun-moon/icon/beartic.png
615|Cryogonal|\N|Ice|\N|515|80|50|50|95|135|105|https://img.pokemondb.net/sprites/sun-moon/icon/cryogonal.png
616|Shelmet|\N|Bug|\N|305|50|40|85|40|65|25|https://img.pokemondb.net/sprites/sun-moon/icon/shelmet.png
617|Accelgor|\N|Bug|\N|495|80|70|40|100|60|145|https://img.pokemondb.net/sprites/sun-moon/icon/accelgor.png
618|Stunfisk|\N|Ground|Electric|471|109|66|84|81|99|32|https://img.pokemondb.net/sprites/sun-moon/icon/stunfisk.png
619|Mienfoo|\N|Fighting|\N|350|45|85|50|55|50|65|https://img.pokemondb.net/sprites/sun-moon/icon/mienfoo.png
620|Mienshao|\N|Fighting|\N|510|65|125|60|95|60|105|https://img.pokemondb.net/sprites/sun-moon/icon/mienshao.png
621|Druddigon|\N|Dragon|\N|485|77|120|90|60|90|48|https://img.pokemondb.net/sprites/sun-moon/icon/druddigon.png
622|Golett|\N|Ground|Ghost|303|59|74|50|35|50|35|https://img.pokemondb.net/sprites/sun-moon/icon/golett.png
623|Golurk|\N|Ground|Ghost|483|89|124|80|55|80|55|https://img.pokemondb.net/sprites/sun-moon/icon/golurk.png
624|Pawniard|\N|Dark|Steel|340|45|85|70|40|40|60|https://img.pokemondb.net/sprites/sun-moon/icon/pawniard.png
625|Bisharp|\N|Dark|Steel|490|65|125|100|60|70|70|https://img.pokemondb.net/sprites/sun-moon/icon/bisharp.png
626|Bouffalant|\N|Normal|\N|490|95|110|95|40|95|55|https://img.pokemondb.net/sprites/sun-moon/icon/bouffalant.png
627|Rufflet|\N|Normal|Flying|350|70|83|50|37|50|60|https://img.pokemondb.net/sprites/sun-moon/icon/rufflet.png
628|Braviary|\N|Normal|Flying|510|100|123|75|57|75|80|https://img.pokemondb.net/sprites/sun-moon/icon/braviary.png
629|Vullaby|\N|Dark|Flying|370|70|55|75|45|65|60|https://img.pokemondb.net/sprites/sun-moon/icon/vullaby.png
630|Mandibuzz|\N|Dark|Flying|510|110|65|105|55|95|80|https://img.pokemondb.net/sprites/sun-moon/icon/mandibuzz.png
631|Heatmor|\N|Fire|\N|484|85|97|66|105|66|65|https://img.pokemondb.net/sprites/sun-moon/icon/heatmor.png
632|Durant|\N|Bug|Steel|484|58|109|112|48|48|109|https://img.pokemondb.net/sprites/sun-moon/icon/durant.png
633|Deino|\N|Dark|Dragon|300|52|65|50|45|50|38|https://img.pokemondb.net/sprites/sun-moon/icon/deino.png
634|Zweilous|\N|Dark|Dragon|420|72|85|70|65|70|58|https://img.pokemondb.net/sprites/sun-moon/icon/zweilous.png
635|Hydreigon|\N|Dark|Dragon|600|92|105|90|125|90|98|https://img.pokemondb.net/sprites/sun-moon/icon/hydreigon.png
636|Larvesta|\N|Bug|Fire|360|55|85|55|50|55|60|https://img.pokemondb.net/sprites/sun-moon/icon/larvesta.png
637|Volcarona|\N|Bug|Fire|550|85|60|65|135|105|100|https://img.pokemondb.net/sprites/sun-moon/icon/volcarona.png
638|Cobalion|\N|Steel|Fighting|580|91|90|129|90|72|108|https://img.pokemondb.net/sprites/sun-moon/icon/cobalion.png
639|Terrakion|\N|Rock|Fighting|580|91|129|90|72|90|108|https://img.pokemondb.net/sprites/sun-moon/icon/terrakion.png
640|Virizion|\N|Grass|Fighting|580|91|90|72|90|129|108|https://img.pokemondb.net/sprites/sun-moon/icon/virizion.png
641|Tornadus|Incarnate Forme|Flying|\N|580|79|115|70|125|80|111|https://img.pokemondb.net/sprites/sun-moon/icon/tornadus-incarnate.png
641|Tornadus|Therian Forme|Flying|\N|580|79|100|80|110|90|121|https://img.pokemondb.net/sprites/sun-moon/icon/tornadus-therian.png
642|Thundurus|Incarnate Forme|Electric|Flying|580|79|115|70|125|80|111|https://img.pokemondb.net/sprites/sun-moon/icon/thundurus-incarnate.png
642|Thundurus|Therian Forme|Electric|Flying|580|79|105|70|145|80|101|https://img.pokemondb.net/sprites/sun-moon/icon/thundurus-therian.png
643|Reshiram|\N|Dragon|Fire|680|100|120|100|150|120|90|https://img.pokemondb.net/sprites/sun-moon/icon/reshiram.png
644|Zekrom|\N|Dragon|Electric|680|100|150|120|120|100|90|https://img.pokemondb.net/sprites/sun-moon/icon/zekrom.png
645|Landorus|Incarnate Forme|Ground|Flying|600|89|125|90|115|80|101|https://img.pokemondb.net/sprites/sun-moon/icon/landorus-incarnate.png
645|Landorus|Therian Forme|Ground|Flying|600|89|145|90|105|80|91|https://img.pokemondb.net/sprites/sun-moon/icon/landorus-therian.png
646|Kyurem|\N|Dragon|Ice|660|125|130|90|130|90|95|https://img.pokemondb.net/sprites/sun-moon/icon/kyurem.png
646|Kyurem|Black Kyurem|Dragon|Ice|700|125|170|100|120|90|95|https://img.pokemondb.net/sprites/sun-moon/icon/kyurem-black.png
646|Kyurem|White Kyurem|Dragon|Ice|700|125|120|90|170|100|95|https://img.pokemondb.net/sprites/sun-moon/icon/kyurem-white.png
647|Keldeo|Ordinary Forme|Water|Fighting|580|91|72|90|129|90|108|https://img.pokemondb.net/sprites/sun-moon/icon/keldeo-ordinary.png
647|Keldeo|Resolute Forme|Water|Fighting|580|91|72|90|129|90|108|https://img.pokemondb.net/sprites/sun-moon/icon/keldeo-resolute.png
648|Meloetta|Aria Forme|Normal|Psychic|600|100|77|77|128|128|90|https://img.pokemondb.net/sprites/sun-moon/icon/meloetta-aria.png
648|Meloetta|Pirouette Forme|Normal|Fighting|600|100|128|90|77|77|128|https://img.pokemondb.net/sprites/sun-moon/icon/meloetta-pirouette.png
649|Genesect|\N|Bug|Steel|600|71|120|95|120|95|99|https://img.pokemondb.net/sprites/sun-moon/icon/genesect.png
650|Chespin|\N|Grass|\N|313|56|61|65|48|45|38|https://img.pokemondb.net/sprites/sun-moon/icon/chespin.png
651|Quilladin|\N|Grass|\N|405|61|78|95|56|58|57|https://img.pokemondb.net/sprites/sun-moon/icon/quilladin.png
652|Chesnaught|\N|Grass|Fighting|530|88|107|122|74|75|64|https://img.pokemondb.net/sprites/sun-moon/icon/chesnaught.png
653|Fennekin|\N|Fire|\N|307|40|45|40|62|60|60|https://img.pokemondb.net/sprites/sun-moon/icon/fennekin.png
654|Braixen|\N|Fire|\N|409|59|59|58|90|70|73|https://img.pokemondb.net/sprites/sun-moon/icon/braixen.png
655|Delphox|\N|Fire|Psychic|534|75|69|72|114|100|104|https://img.pokemondb.net/sprites/sun-moon/icon/delphox.png
656|Froakie|\N|Water|\N|314|41|56|40|62|44|71|https://img.pokemondb.net/sprites/sun-moon/icon/froakie.png
657|Frogadier|\N|Water|\N|405|54|63|52|83|56|97|https://img.pokemondb.net/sprites/sun-moon/icon/frogadier.png
658|Greninja|\N|Water|Dark|530|72|95|67|103|71|122|https://img.pokemondb.net/sprites/sun-moon/icon/greninja.png
658|Greninja|Ash-Greninja|Water|Dark|640|72|145|67|153|71|132|https://img.pokemondb.net/sprites/sun-moon/icon/greninja-ash.png
659|Bunnelby|\N|Normal|\N|237|38|36|38|32|36|57|https://img.pokemondb.net/sprites/sun-moon/icon/bunnelby.png
660|Diggersby|\N|Normal|Ground|423|85|56|77|50|77|78|https://img.pokemondb.net/sprites/sun-moon/icon/diggersby.png
661|Fletchling|\N|Normal|Flying|278|45|50|43|40|38|62|https://img.pokemondb.net/sprites/sun-moon/icon/fletchling.png
662|Fletchinder|\N|Fire|Flying|382|62|73|55|56|52|84|https://img.pokemondb.net/sprites/sun-moon/icon/fletchinder.png
663|Talonflame|\N|Fire|Flying|499|78|81|71|74|69|126|https://img.pokemondb.net/sprites/sun-moon/icon/talonflame.png
664|Scatterbug|\N|Bug|\N|200|38|35|40|27|25|35|https://img.pokemondb.net/sprites/sun-moon/icon/scatterbug.png
665|Spewpa|\N|Bug|\N|213|45|22|60|27|30|29|https://img.pokemondb.net/sprites/sun-moon/icon/spewpa.png
666|Vivillon|\N|Bug|Flying|411|80|52|50|90|50|89|https://img.pokemondb.net/sprites/sun-moon/icon/vivillon.png
667|Litleo|\N|Fire|Normal|369|62|50|58|73|54|72|https://img.pokemondb.net/sprites/sun-moon/icon/litleo.png
668|Pyroar|\N|Fire|Normal|507|86|68|72|109|66|106|https://img.pokemondb.net/sprites/sun-moon/icon/pyroar.png
669|Flabébé|\N|Fairy|\N|303|44|38|39|61|79|42|https://img.pokemondb.net/sprites/sun-moon/icon/flabebe.png
670|Floette|\N|Fairy|\N|371|54|45|47|75|98|52|https://img.pokemondb.net/sprites/sun-moon/icon/floette.png
671|Florges|\N|Fairy|\N|552|78|65|68|112|154|75|https://img.pokemondb.net/sprites/sun-moon/icon/florges.png
672|Skiddo|\N|Grass|\N|350|66|65|48|62|57|52|https://img.pokemondb.net/sprites/sun-moon/icon/skiddo.png
673|Gogoat|\N|Grass|\N|531|123|100|62|97|81|68|https://img.pokemondb.net/sprites/sun-moon/icon/gogoat.png
674|Pancham|\N|Fighting|\N|348|67|82|62|46|48|43|https://img.pokemondb.net/sprites/sun-moon/icon/pancham.png
675|Pangoro|\N|Fighting|Dark|495|95|124|78|69|71|58|https://img.pokemondb.net/sprites/sun-moon/icon/pangoro.png
676|Furfrou|\N|Normal|\N|472|75|80|60|65|90|102|https://img.pokemondb.net/sprites/sun-moon/icon/furfrou.png
677|Espurr|\N|Psychic|\N|355|62|48|54|63|60|68|https://img.pokemondb.net/sprites/sun-moon/icon/espurr.png
678|Meowstic|Male|Psychic|\N|466|74|48|76|83|81|104|https://img.pokemondb.net/sprites/sun-moon/icon/meowstic-male.png
678|Meowstic|Female|Psychic|\N|466|74|48|76|83|81|104|https://img.pokemondb.net/sprites/sun-moon/icon/meowstic-female.png
679|Honedge|\N|Steel|Ghost|325|45|80|100|35|37|28|https://img.pokemondb.net/sprites/sun-moon/icon/honedge.png
680|Doublade|\N|Steel|Ghost|448|59|110|150|45|49|35|https://img.pokemondb.net/sprites/sun-moon/icon/doublade.png
681|Aegislash|Blade Forme|Steel|Ghost|520|60|150|50|150|50|60|https://img.pokemondb.net/sprites/sun-moon/icon/aegislash-blade.png
681|Aegislash|Shield Forme|Steel|Ghost|520|60|50|150|50|150|60|https://img.pokemondb.net/sprites/sun-moon/icon/aegislash-shield.png
682|Spritzee|\N|Fairy|\N|341|78|52|60|63|65|23|https://img.pokemondb.net/sprites/sun-moon/icon/spritzee.png
683|Aromatisse|\N|Fairy|\N|462|101|72|72|99|89|29|https://img.pokemondb.net/sprites/sun-moon/icon/aromatisse.png
684|Swirlix|\N|Fairy|\N|341|62|48|66|59|57|49|https://img.pokemondb.net/sprites/sun-moon/icon/swirlix.png
685|Slurpuff|\N|Fairy|\N|480|82|80|86|85|75|72|https://img.pokemondb.net/sprites/sun-moon/icon/slurpuff.png
686|Inkay|\N|Dark|Psychic|288|53|54|53|37|46|45|https://img.pokemondb.net/sprites/sun-moon/icon/inkay.png
687|Malamar|\N|Dark|Psychic|482|86|92|88|68|75|73|https://img.pokemondb.net/sprites/sun-moon/icon/malamar.png
688|Binacle|\N|Rock|Water|306|42|52|67|39|56|50|https://img.pokemondb.net/sprites/sun-moon/icon/binacle.png
689|Barbaracle|\N|Rock|Water|500|72|105|115|54|86|68|https://img.pokemondb.net/sprites/sun-moon/icon/barbaracle.png
690|Skrelp|\N|Poison|Water|320|50|60|60|60|60|30|https://img.pokemondb.net/sprites/sun-moon/icon/skrelp.png
691|Dragalge|\N|Poison|Dragon|494|65|75|90|97|123|44|https://img.pokemondb.net/sprites/sun-moon/icon/dragalge.png
692|Clauncher|\N|Water|\N|330|50|53|62|58|63|44|https://img.pokemondb.net/sprites/sun-moon/icon/clauncher.png
693|Clawitzer|\N|Water|\N|500|71|73|88|120|89|59|https://img.pokemondb.net/sprites/sun-moon/icon/clawitzer.png
694|Helioptile|\N|Electric|Normal|289|44|38|33|61|43|70|https://img.pokemondb.net/sprites/sun-moon/icon/helioptile.png
695|Heliolisk|\N|Electric|Normal|481|62|55|52|109|94|109|https://img.pokemondb.net/sprites/sun-moon/icon/heliolisk.png
696|Tyrunt|\N|Rock|Dragon|362|58|89|77|45|45|48|https://img.pokemondb.net/sprites/sun-moon/icon/tyrunt.png
697|Tyrantrum|\N|Rock|Dragon|521|82|121|119|69|59|71|https://img.pokemondb.net/sprites/sun-moon/icon/tyrantrum.png
698|Amaura|\N|Rock|Ice|362|77|59|50|67|63|46|https://img.pokemondb.net/sprites/sun-moon/icon/amaura.png
699|Aurorus|\N|Rock|Ice|521|123|77|72|99|92|58|https://img.pokemondb.net/sprites/sun-moon/icon/aurorus.png
700|Sylveon|\N|Fairy|\N|525|95|65|65|110|130|60|https://img.pokemondb.net/sprites/sun-moon/icon/sylveon.png
701|Hawlucha|\N|Fighting|Flying|500|78|92|75|74|63|118|https://img.pokemondb.net/sprites/sun-moon/icon/hawlucha.png
702|Dedenne|\N|Electric|Fairy|431|67|58|57|81|67|101|https://img.pokemondb.net/sprites/sun-moon/icon/dedenne.png
703|Carbink|\N|Rock|Fairy|500|50|50|150|50|150|50|https://img.pokemondb.net/sprites/sun-moon/icon/carbink.png
704|Goomy|\N|Dragon|\N|300|45|50|35|55|75|40|https://img.pokemondb.net/sprites/sun-moon/icon/goomy.png
705|Sliggoo|\N|Dragon|\N|452|68|75|53|83|113|60|https://img.pokemondb.net/sprites/sun-moon/icon/sliggoo.png
706|Goodra|\N|Dragon|\N|600|90|100|70|110|150|80|https://img.pokemondb.net/sprites/sun-moon/icon/goodra.png
707|Klefki|\N|Steel|Fairy|470|57|80|91|80|87|75|https://img.pokemondb.net/sprites/sun-moon/icon/klefki.png
708|Phantump|\N|Ghost|Grass|309|43|70|48|50|60|38|https://img.pokemondb.net/sprites/sun-moon/icon/phantump.png
709|Trevenant|\N|Ghost|Grass|474|85|110|76|65|82|56|https://img.pokemondb.net/sprites/sun-moon/icon/trevenant.png
710|Pumpkaboo|Average Size|Ghost|Grass|335|49|66|70|44|55|51|https://img.pokemondb.net/sprites/sun-moon/icon/pumpkaboo-average.png
710|Pumpkaboo|Small Size|Ghost|Grass|335|44|66|70|44|55|56|https://img.pokemondb.net/sprites/sun-moon/icon/pumpkaboo-small.png
710|Pumpkaboo|Large Size|Ghost|Grass|335|54|66|70|44|55|46|https://img.pokemondb.net/sprites/sun-moon/icon/pumpkaboo-large.png
710|Pumpkaboo|Super Size|Ghost|Grass|335|59|66|70|44|55|41|https://img.pokemondb.net/sprites/sun-moon/icon/pumpkaboo-super.png
711|Gourgeist|Average Size|Ghost|Grass|494|65|90|122|58|75|84|https://img.pokemondb.net/sprites/sun-moon/icon/gourgeist-average.png
711|Gourgeist|Small Size|Ghost|Grass|494|55|85|122|58|75|99|https://img.pokemondb.net/sprites/sun-moon/icon/gourgeist-small.png
711|Gourgeist|Large Size|Ghost|Grass|494|75|95|122|58|75|69|https://img.pokemondb.net/sprites/sun-moon/icon/gourgeist-large.png
711|Gourgeist|Super Size|Ghost|Grass|494|85|100|122|58|75|54|https://img.pokemondb.net/sprites/sun-moon/icon/gourgeist-super.png
712|Bergmite|\N|Ice|\N|304|55|69|85|32|35|28|https://img.pokemondb.net/sprites/sun-moon/icon/bergmite.png
713|Avalugg|\N|Ice|\N|514|95|117|184|44|46|28|https://img.pokemondb.net/sprites/sun-moon/icon/avalugg.png
714|Noibat|\N|Flying|Dragon|245|40|30|35|45|40|55|https://img.pokemondb.net/sprites/sun-moon/icon/noibat.png
715|Noivern|\N|Flying|Dragon|535|85|70|80|97|80|123|https://img.pokemondb.net/sprites/sun-moon/icon/noivern.png
716|Xerneas|\N|Fairy|\N|680|126|131|95|131|98|99|https://img.pokemondb.net/sprites/sun-moon/icon/xerneas.png
717|Yveltal|\N|Dark|Flying|680|126|131|95|131|98|99|https://img.pokemondb.net/sprites/sun-moon/icon/yveltal.png
718|Zygarde|50% Forme|Dragon|Ground|600|108|100|121|81|95|95|https://img.pokemondb.net/sprites/sun-moon/icon/zygarde-50.png
718|Zygarde|10% Forme|Dragon|Ground|486|54|100|71|61|85|115|https://img.pokemondb.net/sprites/sun-moon/icon/zygarde-10.png
718|Zygarde|Complete Forme|Dragon|Ground|708|216|100|121|91|95|85|https://img.pokemondb.net/sprites/sun-moon/icon/zygarde-complete.png
719|Diancie|\N|Rock|Fairy|600|50|100|150|100|150|50|https://img.pokemondb.net/sprites/sun-moon/icon/diancie.png
719|Diancie|Mega Diancie|Rock|Fairy|700|50|160|110|160|110|110|https://img.pokemondb.net/sprites/sun-moon/icon/diancie-mega.png
720|Hoopa|Hoopa Confined|Psychic|Ghost|600|80|110|60|150|130|70|https://img.pokemondb.net/sprites/sun-moon/icon/hoopa-confined.png
720|Hoopa|Hoopa Unbound|Psychic|Dark|680|80|160|60|170|130|80|https://img.pokemondb.net/sprites/sun-moon/icon/hoopa-unbound.png
721|Volcanion|\N|Fire|Water|600|80|110|120|130|90|70|https://img.pokemondb.net/sprites/sun-moon/icon/volcanion.png
722|Rowlet|\N|Grass|Flying|320|68|55|55|50|50|42|https://img.pokemondb.net/sprites/sun-moon/icon/rowlet.png
723|Dartrix|\N|Grass|Flying|420|78|75|75|70|70|52|https://img.pokemondb.net/sprites/sun-moon/icon/dartrix.png
724|Decidueye|\N|Grass|Ghost|530|78|107|75|100|100|70|https://img.pokemondb.net/sprites/sun-moon/icon/decidueye.png
725|Litten|\N|Fire|\N|320|45|65|40|60|40|70|https://img.pokemondb.net/sprites/sun-moon/icon/litten.png
726|Torracat|\N|Fire|\N|420|65|85|50|80|50|90|https://img.pokemondb.net/sprites/sun-moon/icon/torracat.png
727|Incineroar|\N|Fire|Dark|530|95|115|90|80|90|60|https://img.pokemondb.net/sprites/sun-moon/icon/incineroar.png
728|Popplio|\N|Water|\N|320|50|54|54|66|56|40|https://img.pokemondb.net/sprites/sun-moon/icon/popplio.png
729|Brionne|\N|Water|\N|420|60|69|69|91|81|50|https://img.pokemondb.net/sprites/sun-moon/icon/brionne.png
730|Primarina|\N|Water|Fairy|530|80|74|74|126|116|60|https://img.pokemondb.net/sprites/sun-moon/icon/primarina.png
731|Pikipek|\N|Normal|Flying|265|35|75|30|30|30|65|https://img.pokemondb.net/sprites/sun-moon/icon/pikipek.png
732|Trumbeak|\N|Normal|Flying|355|55|85|50|40|50|75|https://img.pokemondb.net/sprites/sun-moon/icon/trumbeak.png
733|Toucannon|\N|Normal|Flying|485|80|120|75|75|75|60|https://img.pokemondb.net/sprites/sun-moon/icon/toucannon.png
734|Yungoos|\N|Normal|\N|253|48|70|30|30|30|45|https://img.pokemondb.net/sprites/sun-moon/icon/yungoos.png
735|Gumshoos|\N|Normal|\N|418|88|110|60|55|60|45|https://img.pokemondb.net/sprites/sun-moon/icon/gumshoos.png
736|Grubbin|\N|Bug|\N|300|47|62|45|55|45|46|https://img.pokemondb.net/sprites/sun-moon/icon/grubbin.png
737|Charjabug|\N|Bug|Electric|400|57|82|95|55|75|36|https://img.pokemondb.net/sprites/sun-moon/icon/charjabug.png
738|Vikavolt|\N|Bug|Electric|500|77|70|90|145|75|43|https://img.pokemondb.net/sprites/sun-moon/icon/vikavolt.png
739|Crabrawler|\N|Fighting|\N|338|47|82|57|42|47|63|https://img.pokemondb.net/sprites/sun-moon/icon/crabrawler.png
740|Crabominable|\N|Fighting|Ice|478|97|132|77|62|67|43|https://img.pokemondb.net/sprites/sun-moon/icon/crabominable.png
741|Oricorio|Baile Style|Fire|Flying|476|75|70|70|98|70|93|https://img.pokemondb.net/sprites/sun-moon/icon/oricorio-baile.png
741|Oricorio|Pom-Pom Style|Electric|Flying|476|75|70|70|98|70|93|https://img.pokemondb.net/sprites/sun-moon/icon/oricorio-pom-pom.png
741|Oricorio|Pa'u Style|Psychic|Flying|476|75|70|70|98|70|93|https://img.pokemondb.net/sprites/sun-moon/icon/oricorio-pau.png
